time(ms),T1,R1,T2,R2,,
734.24,105.78,9.73,105.9,9.8,,
734.26,105.58,9.73,105.93,9.8,,
734.28,105.61,9.74,105.9,9.8,,
734.29,105.58,9.74,106.12,9.8,,
734.32,105.64,9.73,105.92,9.8,,
734.33,105.84,9.73,105.92,9.8,,
734.36,105.56,9.74,106.12,9.8,,
734.37,105.58,9.74,105.93,9.8,,
734.4,105.76,9.74,105.92,9.8,,
734.41,105.8,9.74,105.96,9.8,,
734.43,105.75,9.74,105.95,9.8,,
734.45,105.61,9.74,105.9,9.8,,
734.47,105.63,9.73,105.93,9.8,,
734.48,105.58,9.73,105.95,9.8,,
734.51,105.58,9.74,105.95,9.8,,
734.52,105.45,9.74,105.93,9.8,,
734.55,105.78,9.74,105.93,9.8,,
734.56,105.46,9.74,105.93,9.8,,
734.59,105.61,9.74,105.96,9.8,,
734.6,105.78,9.74,106.12,9.8,,
734.62,105.61,9.74,105.9,9.8,,
734.64,105.78,9.74,106.12,9.8,,
734.66,105.73,9.74,105.93,9.81,,
734.67,105.81,9.74,106.12,9.81,,
734.7,105.37,9.74,106.1,9.8,,
734.71,105.91,9.74,106.1,9.8,,
734.74,105.58,9.74,106.13,9.8,,
734.75,105.63,9.74,106.06,9.8,,
734.78,105.6,9.74,105.92,9.8,,
734.79,105.61,9.74,106.13,9.8,,
734.82,105.8,9.74,106.12,9.8,,
734.83,105.83,9.74,105.93,9.8,,
734.85,105.76,9.74,105.92,9.8,,
734.86,105.71,9.74,106.1,9.8,,
734.89,105.76,9.73,105.92,9.8,,
734.9,105.78,9.73,105.93,9.8,,
734.93,105.6,9.74,105.93,9.8,,
734.94,105.8,9.74,106.1,9.8,,
734.97,105.6,9.74,106.13,9.8,,
734.98,105.66,9.74,105.92,9.8,,
735.01,105.6,9.74,106.13,9.8,,
735.02,105.61,9.74,106.13,9.8,,
735.04,105.43,9.74,106.08,9.8,,
735.05,105.83,9.74,106.12,9.8,,
735.08,105.58,9.74,106.21,9.81,,
735.09,105.8,9.74,105.93,9.81,,
735.12,105.58,9.74,105.93,9.8,,
735.13,105.61,9.74,106.23,9.8,,
735.16,105.61,9.74,105.92,9.8,,
735.17,105.64,9.74,105.95,9.8,,
735.2,105.61,9.74,106.13,9.8,,
735.21,105.83,9.74,106.12,9.8,,
735.23,105.76,9.74,106.15,9.8,,
735.25,105.76,9.74,106.12,9.8,,
735.27,105.63,9.74,106.1,9.8,,
735.28,105.61,9.74,106.13,9.8,,
735.31,105.83,9.73,105.95,9.8,,
735.32,105.63,9.73,106.15,9.8,,
735.35,105.58,9.74,106.32,9.81,,
735.36,105.81,9.74,105.93,9.81,,
735.39,105.58,9.74,106.13,9.8,,
735.4,105.58,9.74,106.17,9.8,,
735.42,105.8,9.74,106.12,9.8,,
735.44,105.61,9.74,106.15,9.8,,
735.46,105.6,9.74,106.13,9.8,,
735.47,105.61,9.74,106.12,9.8,,
735.5,105.75,9.74,106.17,9.8,,
735.51,105.64,9.74,105.93,9.8,,
735.54,105.58,9.73,106.05,9.8,,
735.55,105.95,9.73,106.12,9.8,,
735.58,105.8,9.74,105.93,9.8,,
735.59,105.63,9.74,106.08,9.8,,
735.62,105.76,9.74,105.92,9.8,,
735.63,105.98,9.74,106.13,9.8,,
735.65,105.76,9.74,106.13,9.8,,
735.66,105.78,9.74,106.13,9.8,,
735.69,105.8,9.74,106.08,9.8,,
735.7,105.8,9.74,105.95,9.8,,
735.73,105.8,9.74,105.93,9.8,,
735.74,105.81,9.74,105.93,9.8,,
735.77,105.78,9.61,105.96,9.8,,
735.78,105.66,9.61,106.12,9.8,,
735.81,105.8,9.74,106.13,9.81,,
735.82,105.78,9.74,106.15,9.81,,
735.84,105.63,9.74,106.1,9.8,,
735.85,105.81,9.74,106.08,9.8,,
735.88,105.75,9.73,105.95,9.81,,
735.89,105.78,9.73,106.12,9.81,,
735.92,105.61,9.74,106.12,9.8,,
735.93,105.8,9.74,106.13,9.8,,
735.96,105.66,9.74,105.93,9.8,,
735.97,105.91,9.74,106.13,9.8,,
736,105.58,9.74,106.15,9.8,,
736.01,105.84,9.74,106.08,9.8,,
736.03,105.8,9.74,106.15,9.8,,
736.05,105.63,9.74,106.35,9.8,,
736.07,105.83,9.61,106.12,9.8,,
736.08,105.6,9.61,106.13,9.8,,
736.11,105.78,9.74,105.98,9.8,,
736.12,105.8,9.74,106.33,9.8,,
736.15,105.76,9.74,106.12,9.8,,
736.16,105.84,9.74,106.12,9.8,,
736.19,105.78,9.74,106.15,9.8,,
736.2,105.81,9.74,106.15,9.8,,
736.22,105.96,9.73,106.3,9.8,,
736.24,105.83,9.73,106.15,9.8,,
736.26,105.75,9.74,106.32,9.81,,
736.28,105.8,9.74,106.32,9.81,,
736.3,105.58,9.74,105.93,9.81,,
736.31,105.83,9.74,106.01,9.81,,
736.34,105.78,9.74,106.18,9.8,,
736.35,105.84,9.74,106.13,9.8,,
736.38,105.78,9.74,106.12,9.8,,
736.39,105.8,9.74,105.95,9.8,,
736.42,105.8,9.73,106.12,9.8,,
736.43,106.03,9.73,105.93,9.8,,
736.45,105.78,9.73,106.3,9.8,,
736.47,105.6,9.73,106.12,9.8,,
736.49,105.78,9.74,106.15,9.8,,
736.5,105.66,9.74,106.3,9.8,,
736.53,105.83,9.74,106.13,9.8,,
736.54,105.78,9.74,106.13,9.8,,
736.57,105.83,9.74,106.1,9.8,,
736.58,105.64,9.74,106.13,9.8,,
736.61,105.73,9.74,106.12,9.8,,
736.62,105.78,9.74,106.15,9.8,,
736.65,105.78,9.74,106.12,9.8,,
736.66,105.83,9.74,106.25,9.8,,
736.69,105.8,9.74,106.12,9.81,,
736.7,106.03,9.74,106.12,9.81,,
736.72,105.78,9.61,106.33,9.8,,
736.73,105.81,9.61,106.12,9.8,,
736.76,105.96,9.6,106.13,9.8,,
736.77,105.58,9.6,106.15,9.8,,
736.8,105.91,9.73,106.1,9.79,,
736.81,105.81,9.73,106.33,9.79,,
736.84,105.76,9.76,106.13,9.81,,
736.85,105.81,9.76,106.13,9.81,,
736.88,105.95,9.61,106.17,9.8,,
736.89,105.63,9.61,106.13,9.8,,
736.91,106.01,9.74,106.12,9.8,,
736.92,105.63,9.74,106.33,9.8,,
736.95,105.96,9.74,106.15,9.8,,
736.96,106.01,9.74,106.3,9.8,,
736.99,105.91,9.74,106.15,9.81,,
737,105.76,9.74,106.3,9.81,,
737.03,105.83,9.74,106.32,9.81,,
737.04,106,9.74,106.33,9.81,,
737.06,105.98,9.74,106.15,9.8,,
737.08,106.01,9.74,106.32,9.8,,
737.1,105.6,9.73,106.15,9.8,,
737.11,105.78,9.73,106.32,9.8,,
737.14,105.8,9.74,106.12,9.8,,
737.15,105.81,9.74,106.33,9.8,,
737.18,106.09,9.74,105.98,9.8,,
737.19,106.01,9.74,105.95,9.8,,
737.22,105.95,9.74,106.13,9.8,,
737.23,105.81,9.74,106.12,9.8,,
737.26,105.96,9.74,106.13,9.8,,
737.27,105.84,9.74,106.1,9.8,,
737.29,106.01,9.74,106.32,9.8,,
737.3,105.78,9.74,106.12,9.8,,
737.33,105.96,9.74,106.32,9.8,,
737.34,106.01,9.74,106.13,9.8,,
737.37,105.78,9.74,106.23,9.8,,
737.38,105.84,9.74,106.3,9.8,,
737.41,105.84,9.74,106.15,9.8,,
737.42,106.01,9.74,106.15,9.8,,
737.45,105.81,9.74,105.98,9.8,,
737.46,105.86,9.74,106.18,9.8,,
737.48,105.83,9.74,106.4,9.8,,
737.5,105.86,9.74,106.33,9.8,,
737.52,105.98,9.73,106.35,9.8,,
737.53,105.81,9.73,106.35,9.8,,
737.56,105.96,9.74,106.18,9.8,,
737.57,105.81,9.74,106.3,9.8,,
737.6,106,9.74,106.32,9.8,,
737.61,106.01,9.74,106.33,9.8,,
737.64,106,9.74,106.13,9.8,,
737.65,105.81,9.74,106.32,9.8,,
737.67,105.81,9.74,106.13,9.8,,
737.69,105.96,9.74,106.15,9.8,,
737.71,105.96,9.74,106.33,9.81,,
737.72,106,9.74,106.13,9.81,,
737.75,105.98,9.74,106.37,9.8,,
737.76,106.03,9.74,106.12,9.8,,
737.79,105.81,9.74,106.17,9.8,,
737.8,105.84,9.74,106.15,9.8,,
737.83,106,9.74,106.3,9.8,,
737.84,106,9.74,106.08,9.8,,
737.86,105.76,9.74,106.35,9.8,,
737.88,106,9.74,106.5,9.8,,
737.9,105.78,9.74,106.33,9.8,,
737.91,106.04,9.74,106.45,9.8,,
737.94,105.98,9.74,106.13,9.8,,
737.95,105.84,9.74,106.15,9.8,,
737.98,105.81,9.74,106.3,9.8,,
737.99,106.04,9.74,106.32,9.8,,
738.02,106,9.74,105.96,9.81,,
738.03,105.83,9.74,106.3,9.81,,
738.06,105.96,9.73,106.42,9.8,,
738.07,105.78,9.73,106.32,9.8,,
738.09,105.96,9.74,106.33,9.95,,
738.11,106.18,9.74,106.4,9.95,,
738.13,105.8,9.74,106.37,9.8,,
738.15,106.04,9.74,106.13,9.8,,
738.17,105.96,9.74,106.52,9.8,,
738.18,105.81,9.74,106.52,9.8,,
738.21,105.81,9.74,106.13,9.8,,
738.22,106.03,9.74,106.32,9.8,,
738.25,105.78,9.74,106.33,9.81,,
738.26,105.84,9.74,106.32,9.81,,
738.28,105.93,9.74,106.15,9.81,,
738.3,106,9.74,106.33,9.81,,
738.32,106.16,9.74,106.33,9.8,,
738.33,105.98,9.74,106.35,9.8,,
738.36,106,9.74,106.33,9.8,,
738.37,106.03,9.74,106.15,9.8,,
738.4,105.8,9.73,106.57,9.81,,
738.41,106,9.73,106.35,9.81,,
738.44,105.98,9.74,106.15,9.8,,
738.45,106.01,9.74,106.33,9.8,,
738.48,106,9.74,106.33,9.8,,
738.49,106.01,9.74,106.17,9.8,,
738.51,105.98,9.74,106.35,9.8,,
738.53,105.81,9.74,106.3,9.8,,
738.55,105.98,9.74,106.33,9.8,,
738.56,105.86,9.74,106.32,9.8,,
738.59,105.83,9.74,106.33,9.8,,
738.6,105.8,9.74,106.52,9.8,,
738.63,105.98,9.74,106.32,9.8,,
738.64,106.01,9.74,106.37,9.8,,
738.67,105.8,9.74,106.35,9.8,,
738.68,106.04,9.74,106.3,9.8,,
738.71,105.98,9.74,106.35,9.8,,
738.72,106,9.74,106.52,9.8,,
738.74,105.83,9.74,106.12,9.8,,
738.75,105.84,9.74,106.32,9.8,,
738.78,106.03,9.74,106.52,9.81,,
738.79,106.01,9.74,106.3,9.81,,
738.82,106,9.74,106.37,9.8,,
738.83,106,9.74,106.33,9.8,,
738.86,106.16,9.74,106.35,9.81,,
738.87,106.01,9.74,106.35,9.81,,
738.89,106.01,9.74,106.53,9.8,,
738.91,106.23,9.74,106.3,9.8,,
738.93,105.98,9.74,106.35,9.8,,
738.95,105.86,9.74,106.13,9.8,,
738.97,105.98,9.74,106.33,9.8,,
738.98,105.92,9.74,106.37,9.8,,
739.01,105.98,9.74,106.33,9.8,,
739.02,106.03,9.74,106.35,9.8,,
739.05,105.95,9.74,106.53,9.8,,
739.06,106.01,9.74,106.35,9.8,,
739.09,105.98,9.74,106.32,9.8,,
739.1,106.03,9.74,106.17,9.8,,
739.12,106.01,9.74,106.32,9.8,,
739.14,106,9.74,106.53,9.8,,
739.16,105.95,9.74,106.32,9.81,,
739.17,106.01,9.74,106.33,9.81,,
739.2,105.98,9.74,106.35,9.8,,
739.21,106.21,9.74,106.5,9.8,,
739.24,106,9.74,106.37,9.8,,
739.25,105.81,9.74,106.33,9.8,,
739.28,106.21,9.74,106.5,9.95,,
739.29,106.03,9.74,106.29,9.95,,
739.31,105.96,9.73,106.37,9.8,,
739.33,106.04,9.73,106.21,9.8,,
739.35,106.01,9.74,106.35,9.81,,
739.36,105.98,9.74,106.55,9.81,,
739.39,106.01,9.74,106.33,9.95,,
739.4,106.19,9.74,106.32,9.95,,
739.43,105.96,9.74,106.17,9.8,,
739.44,106.04,9.74,106.32,9.8,,
739.47,105.98,9.74,106.35,9.8,,
739.48,106.01,9.74,106.53,9.8,,
739.51,106.03,9.74,106.15,9.8,,
739.52,106.01,9.74,106.52,9.8,,
739.54,105.96,9.74,106.33,9.8,,
739.55,106.01,9.74,106.33,9.8,,
739.58,106,9.74,106.53,9.8,,
739.59,106.01,9.74,106.38,9.8,,
739.62,106.01,9.74,106.35,9.8,,
739.63,106.04,9.74,106.55,9.8,,
739.66,106.15,9.73,106.33,9.8,,
739.67,106.23,9.73,106.32,9.8,,
739.7,105.95,9.74,106.52,9.81,,
739.71,106,9.74,106.35,9.81,,
739.73,105.98,9.74,106.52,9.8,,
739.74,106.01,9.74,106.18,9.8,,
739.77,106.01,9.73,106.58,9.8,,
739.78,106.19,9.73,106.53,9.8,,
739.81,105.95,9.74,106.52,9.8,,
739.82,106.21,9.74,106.3,9.8,,
739.85,105.96,9.73,106.35,9.8,,
739.86,105.86,9.73,106.3,9.8,,
739.89,106.19,9.74,106.37,9.8,,
739.9,106,9.74,106.33,9.8,,
739.92,105.98,9.74,106.53,9.8,,
739.94,105.84,9.74,106.33,9.8,,
739.96,105.98,9.74,106.35,9.8,,
739.97,106.01,9.74,106.32,9.8,,
740,106.23,9.73,106.55,9.8,,
740.01,106.04,9.73,106.35,9.8,,
740.04,106.19,9.76,106.32,9.8,,
740.05,106.03,9.76,106.53,9.8,,
740.08,105.95,9.74,106.53,9.81,,
740.09,106.12,9.74,106.38,9.81,,
740.11,105.98,9.74,106.53,9.8,,
740.13,106.11,9.74,106.33,9.8,,
740.15,106.03,9.74,106.37,9.8,,
740.16,106.38,9.74,106.37,9.8,,
740.19,105.96,9.74,106.53,9.8,,
740.2,106.03,9.74,106.13,9.8,,
740.23,106.16,9.74,106.37,9.8,,
740.24,106.08,9.74,106.32,9.8,,
740.27,106.18,9.74,106.55,9.8,,
740.28,106.18,9.74,106.57,9.8,,
740.3,106.18,9.74,106.55,9.95,,
740.32,106.11,9.74,106.75,9.95,,
740.34,105.96,9.74,106.33,9.8,,
740.35,106.03,9.74,106.32,9.8,,
740.38,106.21,9.73,106.53,9.8,,
740.39,106.03,9.73,106.35,9.8,,
740.42,106,9.74,106.52,9.95,,
740.43,106.01,9.74,106.53,9.95,,
740.46,105.96,9.74,106.52,9.8,,
740.47,106.39,9.74,106.5,9.8,,
740.5,106.18,9.74,106.38,9.8,,
740.51,106.04,9.74,106.52,9.8,,
740.53,106.15,9.74,106.52,9.8,,
740.55,106.18,9.74,106.52,9.8,,
740.57,106.19,9.74,106.52,9.8,,
740.59,106.03,9.74,106.53,9.8,,
740.61,106.34,9.74,106.52,9.8,,
740.62,106.21,9.74,106.53,9.8,,
740.65,106.11,9.74,106.53,9.81,,
740.66,106,9.74,106.33,9.81,,
740.69,106.36,9.74,106.33,9.8,,
740.7,106.21,9.74,106.53,9.8,,
740.72,106.21,9.74,106.52,9.8,,
740.74,106.23,9.74,106.35,9.8,,
740.76,106.18,9.73,106.53,9.8,,
740.78,106.16,9.73,106.32,9.8,,
740.8,106,9.74,106.53,9.8,,
740.81,106,9.74,106.5,9.8,,
740.84,106,9.74,106.37,9.95,,
740.85,106.21,9.74,106.55,9.95,,
740.88,106.21,9.74,106.52,9.8,,
740.89,106.21,9.74,106.33,9.8,,
740.92,106.15,9.74,106.57,9.8,,
740.93,106.04,9.74,106.33,9.8,,
740.95,106.19,9.73,106.32,9.8,,
740.97,105.98,9.73,106.75,9.8,,
740.99,106.18,9.74,106.33,9.8,,
741,106.21,9.74,106.15,9.8,,
741.03,106.18,9.74,106.63,9.8,,
741.04,106.24,9.74,106.53,9.8,,
741.07,106.16,9.74,106.53,9.8,,
741.08,106.19,9.74,106.53,9.8,,
741.11,106.03,9.74,106.52,9.8,,
741.12,106.21,9.74,106.55,9.8,,
741.14,106.15,9.74,106.52,9.8,,
741.16,106.23,9.74,106.55,9.8,,
741.18,106.15,9.74,106.53,9.81,,
741.19,106.01,9.74,106.53,9.81,,
741.22,106.19,9.74,106.55,9.8,,
741.23,106.18,9.74,106.53,9.8,,
741.26,106.03,9.74,106.53,9.8,,
741.27,106.21,9.74,106.66,9.8,,
741.3,106.18,9.74,106.35,9.95,,
741.31,106.24,9.74,106.33,9.95,,
741.34,106.04,9.74,106.52,9.8,,
741.35,106.21,9.74,106.52,9.8,,
741.37,106.16,9.74,106.37,9.8,,
741.39,106.23,9.74,106.7,9.8,,
741.41,106.19,9.74,106.78,9.8,,
741.42,106.01,9.74,106.53,9.8,,
741.45,106.21,9.74,106.52,9.8,,
741.46,106.03,9.74,106.72,9.8,,
741.49,105.84,9.74,106.7,9.8,,
741.5,106.21,9.74,106.53,9.8,,
741.53,106.19,9.74,106.52,9.8,,
741.54,106.24,9.74,106.33,9.8,,
741.57,106.18,9.74,106.37,9.81,,
741.58,106.23,9.74,106.52,9.81,,
741.6,106.41,9.74,106.7,9.8,,
741.61,106.01,9.74,106.55,9.8,,
741.64,106.19,9.74,106.5,9.8,,
741.65,106.21,9.74,106.52,9.8,,
741.68,106.23,9.74,106.57,9.8,,
741.69,106.21,9.74,106.72,9.8,,
741.72,106.24,9.74,106.74,9.8,,
741.73,106.32,9.74,106.72,9.8,,
741.76,106.19,9.74,106.6,9.8,,
741.77,106.18,9.74,106.53,9.8,,
741.79,106.19,9.74,106.72,9.8,,
741.81,106.41,9.74,106.83,9.8,,
741.83,106.41,9.74,106.52,9.8,,
741.84,106.44,9.74,106.57,9.8,,
741.87,106.36,9.74,106.58,9.8,,
741.88,106.23,9.74,106.7,9.8,,
741.91,106.18,9.74,106.55,9.8,,
741.92,106.26,9.74,106.63,9.8,,
741.95,106.21,9.74,106.37,9.8,,
741.96,106.19,9.74,106.53,9.8,,
741.98,106.47,9.74,106.7,9.8,,
742,106.41,9.74,106.53,9.8,,
742.02,106.15,9.74,106.55,9.8,,
742.03,106.24,9.74,106.53,9.8,,
742.06,106.16,9.74,106.55,9.8,,
742.07,106.38,9.74,106.74,9.8,,
742.1,106.19,9.74,106.55,9.8,,
742.11,106.21,9.74,106.57,9.8,,
742.14,106.15,9.74,106.74,9.81,,
742.15,106.24,9.74,106.75,9.81,,
742.17,106.38,9.74,106.71,9.81,,
742.19,106.24,9.74,106.55,9.81,,
742.21,106.18,9.74,106.74,9.8,,
742.22,106.19,9.74,106.55,9.8,,
742.25,106.21,9.74,106.55,9.95,,
742.26,106.21,9.74,106.77,9.95,,
742.29,106,9.74,106.37,9.8,,
742.3,106.23,9.74,106.53,9.8,,
742.33,106.19,9.74,106.57,9.81,,
742.34,106.06,9.74,106.53,9.81,,
742.37,106.18,9.74,106.55,9.8,,
742.38,106.03,9.74,106.57,9.8,,
742.4,106.19,9.73,106.33,9.8,,
742.41,106.32,9.73,106.53,9.8,,
742.44,106.18,9.73,106.55,9.81,,
742.45,106.41,9.73,106.72,9.81,,
742.48,106.36,9.74,106.53,9.8,,
742.49,106.29,9.74,106.72,9.8,,
742.52,106.16,9.74,106.58,9.8,,
742.53,106.18,9.74,106.57,9.8,,
742.56,106.21,9.74,106.52,9.8,,
742.57,106.23,9.74,106.53,9.8,,
742.59,106.15,9.74,106.57,9.81,,
742.61,106.23,9.74,106.55,9.81,,
742.63,106.16,9.74,106.72,9.8,,
742.64,106.39,9.74,106.72,9.8,,
742.67,106.19,9.74,106.55,9.8,,
742.68,106.43,9.74,106.53,9.8,,
742.71,106.36,9.74,106.75,9.8,,
742.72,106.23,9.74,106.63,9.8,,
742.75,106.18,9.74,106.58,9.8,,
742.76,106.44,9.74,106.52,9.8,,
742.79,106.36,9.74,106.72,9.8,,
742.8,106.16,9.74,106.74,9.8,,
742.82,106.19,9.74,106.72,9.95,,
742.84,106.21,9.74,106.57,9.95,,
742.86,106.35,9.74,106.72,9.95,,
742.87,106.23,9.74,106.72,9.95,,
742.9,106.19,9.74,106.53,9.81,,
742.91,106.23,9.74,106.55,9.81,,
742.94,106.36,9.74,106.72,9.81,,
742.95,106.39,9.74,106.55,9.81,,
742.98,106.36,9.74,106.55,9.8,,
742.99,106.41,9.74,106.53,9.8,,
743.02,106.38,9.74,106.75,9.95,,
743.03,106.26,9.74,106.7,9.95,,
743.05,106.35,9.74,106.74,9.8,,
743.07,106.12,9.74,106.55,9.8,,
743.09,106.18,9.74,106.53,9.8,,
743.1,106.39,9.74,106.58,9.8,,
743.13,106.41,9.74,106.72,9.95,,
743.14,106.43,9.74,106.72,9.95,,
743.17,106.23,9.74,106.69,9.81,,
743.18,106.04,9.74,106.6,9.81,,
743.21,106.18,9.74,106.57,9.81,,
743.22,106.41,9.74,106.53,9.81,,
743.24,106.24,9.74,106.6,9.8,,
743.26,106.23,9.74,106.7,9.8,,
743.28,106.21,9.74,106.94,9.8,,
743.3,106.26,9.74,106.74,9.8,,
743.32,106.36,9.74,106.68,9.8,,
743.33,106.39,9.74,106.53,9.8,,
743.36,106.39,9.74,106.7,9.8,,
743.37,106.21,9.74,106.75,9.8,,
743.4,106.21,9.74,106.89,9.81,,
743.41,106.43,9.74,106.57,9.81,,
743.44,106.23,9.74,106.74,9.81,,
743.45,106.41,9.74,106.75,9.81,,
743.47,106.21,9.74,106.74,9.8,,
743.49,106.43,9.74,106.7,9.8,,
743.51,106.36,9.74,106.75,9.8,,
743.52,106.41,9.74,106.53,9.8,,
743.55,106.38,9.74,106.7,9.95,,
743.56,106.43,9.74,106.74,9.95,,
743.59,106.43,9.74,106.72,9.8,,
743.6,106.38,9.74,106.75,9.8,,
743.63,106.58,9.74,106.75,9.8,,
743.64,106.49,9.74,106.77,9.8,,
743.66,106.51,9.74,106.92,9.81,,
743.68,106.38,9.74,106.55,9.81,,
743.7,106.21,9.74,106.55,9.8,,
743.72,106.59,9.74,106.78,9.8,,
743.74,106.36,9.74,106.75,9.81,,
743.75,106.59,9.74,106.7,9.81,,
743.78,106.18,9.73,106.4,9.8,,
743.79,106.38,9.73,106.53,9.8,,
743.82,106.39,9.74,106.74,9.95,,
743.83,106.38,9.74,106.94,9.95,,
743.86,106.23,9.74,106.87,9.95,,
743.87,106.38,9.74,106.9,9.95,,
743.9,106.41,9.74,106.52,9.8,,
743.91,106.24,9.74,106.72,9.8,,
743.93,106.38,9.74,106.72,9.81,,
743.95,106.41,9.74,106.72,9.81,,
743.97,106.36,9.74,106.75,9.8,,
743.98,106.59,9.74,106.74,9.8,,
744.01,106.38,9.74,106.53,9.8,,
744.02,106.43,9.74,106.9,9.8,,
744.05,106.44,9.74,106.92,9.8,,
744.06,106.38,9.74,106.75,9.8,,
744.09,106.36,9.76,106.72,9.8,,
744.1,106.59,9.76,106.72,9.8,,
744.12,106.41,9.74,106.92,9.8,,
744.14,106.44,9.74,106.89,9.8,,
744.16,106.43,9.73,106.92,9.8,,
744.17,106.54,9.73,106.89,9.8,,
744.2,106.53,9.74,106.85,9.8,,
744.21,106.41,9.74,106.9,9.8,,
744.24,106.23,9.74,106.75,9.8,,
744.25,106.23,9.74,106.66,9.8,,
744.28,106.41,9.74,106.74,9.8,,
744.29,106.41,9.74,106.74,9.8,,
744.32,106.39,9.74,106.72,9.8,,
744.33,106.23,9.74,106.94,9.8,,
744.35,106.41,9.74,106.72,9.8,,
744.37,106.39,9.74,106.77,9.8,,
744.39,106.38,9.74,106.74,9.8,,
744.4,106.44,9.74,106.92,9.8,,
744.43,106.36,9.74,106.75,9.8,,
744.44,106.46,9.74,106.53,9.8,,
744.47,106.38,9.74,106.75,9.8,,
744.48,106.43,9.74,106.72,9.8,,
744.51,106.41,9.74,106.74,9.95,,
744.52,106.18,9.74,106.9,9.95,,
744.54,106.49,9.74,106.95,9.8,,
744.56,106.39,9.74,106.74,9.8,,
744.58,106.43,9.73,106.9,9.95,,
744.59,106.43,9.73,106.94,9.95,,
744.62,106.41,9.74,106.74,9.8,,
744.63,106.43,9.74,106.72,9.8,,
744.66,106.36,9.74,106.75,9.8,,
744.67,106.23,9.74,107,9.8,,
744.7,106.38,9.74,106.74,9.8,,
744.71,106.41,9.74,106.75,9.8,,
744.73,106.43,9.74,106.89,9.8,,
744.75,106.41,9.74,106.74,9.8,,
744.77,106.43,9.74,106.9,9.8,,
744.78,106.61,9.74,106.94,9.8,,
744.81,106.56,9.74,106.74,9.8,,
744.82,106.59,9.74,106.75,9.8,,
744.85,106.34,9.76,106.94,9.81,,
744.86,106.41,9.76,106.72,9.81,,
744.89,106.56,9.74,106.92,9.8,,
744.9,106.44,9.74,106.6,9.8,,
744.93,106.39,9.74,106.95,9.8,,
744.94,106.26,9.74,106.72,9.8,,
744.97,106.59,9.74,106.95,9.8,,
744.98,106.46,9.74,106.55,9.8,,
745.01,106.38,9.74,106.94,9.8,,
745.02,106.39,9.74,107.02,9.8,,
745.04,106.59,9.74,106.72,9.95,,
745.05,106.59,9.74,106.75,9.95,,
745.08,106.59,9.74,106.72,9.95,,
745.09,106.44,9.74,106.94,9.95,,
745.12,106.39,9.74,106.74,9.95,,
745.13,106.44,9.74,106.52,9.95,,
745.16,106.38,9.74,106.74,9.81,,
745.17,106.23,9.74,106.9,9.81,,
745.2,106.59,9.74,106.58,9.8,,
745.21,106.43,9.74,106.72,9.8,,
745.23,106.38,9.73,106.7,9.8,,
745.25,106.43,9.73,106.9,9.8,,
745.27,106.39,9.74,106.92,9.8,,
745.28,106.39,9.74,106.74,9.8,,
745.31,106.43,9.74,106.78,9.95,,
745.32,106.41,9.74,106.94,9.95,,
745.35,106.38,9.74,106.72,9.8,,
745.36,106.44,9.74,106.72,9.8,,
745.39,106.39,9.74,106.74,9.8,,
745.4,106.58,9.74,106.92,9.8,,
745.42,106.24,9.74,106.94,9.8,,
745.44,106.44,9.74,106.74,9.8,,
745.46,106.56,9.74,106.94,9.81,,
745.47,106.58,9.74,106.94,9.81,,
745.5,106.41,9.74,106.72,9.8,,
745.51,106.41,9.74,106.66,9.8,,
745.54,106.43,9.74,106.72,9.8,,
745.55,106.41,9.74,106.94,9.8,,
745.58,106.39,9.74,106.72,9.8,,
745.59,106.58,9.74,106.92,9.8,,
745.61,106.54,9.74,106.92,9.8,,
745.63,106.24,9.74,106.94,9.8,,
745.65,106.41,9.74,106.78,9.8,,
745.66,106.59,9.74,106.72,9.8,,
745.69,106.43,9.74,106.94,9.8,,
745.7,106.39,9.74,106.94,9.8,,
745.73,106.43,9.74,106.75,9.8,,
745.74,106.46,9.74,106.74,9.8,,
745.77,106.67,9.74,106.9,9.8,,
745.78,106.58,9.74,106.95,9.8,,
745.81,106.56,9.73,106.87,9.8,,
745.82,106.59,9.73,106.55,9.8,,
745.84,106.71,9.74,107.03,9.81,,
745.86,106.63,9.74,106.72,9.81,,
745.88,106.54,9.74,106.94,9.8,,
745.89,106.61,9.74,106.74,9.8,,
745.92,106.53,9.74,107.12,9.8,,
745.93,106.58,9.74,107.09,9.8,,
745.96,106.35,9.74,106.75,9.8,,
745.97,106.39,9.74,106.9,9.8,,
746,106.58,9.74,106.72,9.95,,
746.01,106.39,9.74,106.9,9.95,,
746.04,106.56,9.74,106.92,9.8,,
746.05,106.59,9.74,106.75,9.8,,
746.07,106.56,9.73,106.92,9.8,,
746.09,106.64,9.73,106.9,9.8,,
746.11,106.54,9.73,106.92,9.81,,
746.12,106.59,9.73,106.74,9.81,,
746.15,106.63,9.74,106.97,9.8,,
746.16,106.61,9.74,106.55,9.8,,
746.19,106.41,9.74,106.94,9.8,,
746.2,106.44,9.74,106.74,9.8,,
746.23,106.43,9.73,106.92,9.95,,
746.24,106.56,9.73,107.12,9.95,,
746.26,106.38,9.74,106.94,9.95,,
746.28,106.41,9.74,106.97,9.95,,
746.3,106.58,9.74,106.89,9.8,,
746.32,106.61,9.74,107.15,9.8,,
746.34,106.61,9.73,106.9,9.8,,
746.35,106.61,9.73,106.94,9.8,,
746.38,106.53,9.74,106.94,9.81,,
746.39,106.64,9.74,106.92,9.81,,
