time(ms),T1,R1,T2,R2,,
615.94,151.51,11.26,152.15,11.23,,
615.97,151.71,11.14,151.97,11.23,,
615.98,151.53,11.14,152.32,11.23,,
616.01,151.51,10.98,151.97,11.23,,
616.02,151.58,10.98,151.97,11.23,,
616.04,151.7,11.14,151.99,11.23,,
616.05,151.31,11.14,152.23,11.23,,
616.08,151.7,11.14,151.82,11.11,,
616.09,151.62,11.14,152,11.11,,
616.12,151.73,11.16,151.97,11.23,,
616.13,151.79,11.16,152,11.23,,
616.16,151.75,11.14,151.99,11.23,,
616.17,151.84,11.14,152,11.23,,
616.2,151.92,11.16,151.78,11.23,,
616.21,151.71,11.16,152.19,11.23,,
616.24,151.9,11.16,152.12,11.23,,
616.25,151.73,11.16,152.04,11.23,,
616.27,151.71,11.16,152.23,11.23,,
616.29,151.71,11.16,151.99,11.23,,
616.31,151.77,10.98,151.99,11.11,,
616.32,151.75,10.98,152.26,11.11,,
616.35,151.7,11.16,151.95,11.23,,
616.36,151.71,11.16,152,11.23,,
616.39,151.68,11.16,152.19,11.23,,
616.4,151.71,11.16,152.02,11.23,,
616.43,151.7,11.16,152.19,11.25,,
616.44,151.77,11.16,152.17,11.25,,
616.46,151.71,11.16,152.02,11.25,,
616.48,151.73,11.16,152.19,11.25,,
616.5,151.92,10.98,152.21,11.23,,
616.52,151.79,10.98,152.23,11.23,,
616.54,151.68,11.16,152.38,11.22,,
616.55,151.88,11.16,152.34,11.22,,
616.58,151.71,11.13,152.21,11.23,,
616.59,151.94,11.13,152.17,11.23,,
616.62,151.92,11.14,152.21,11.23,,
616.63,151.92,11.14,152.17,11.23,,
616.66,151.73,11.14,152.39,11.23,,
616.67,151.95,11.14,152.13,11.23,,
616.69,151.88,11.16,152.21,11.11,,
616.71,151.95,11.16,151.99,11.11,,
616.73,151.9,11.14,152,11.22,,
616.74,152.12,11.14,152.19,11.22,,
616.77,151.7,11.14,152.17,11.23,,
616.78,151.79,11.14,151.97,11.23,,
616.81,151.88,11.14,151.99,11.23,,
616.82,151.94,11.14,151.97,11.23,,
616.85,151.92,10.98,152.15,11.23,,
616.86,151.77,10.98,151.99,11.23,,
616.89,151.94,11.14,152.19,11.23,,
616.9,151.81,11.14,152.13,11.23,,
616.92,151.68,11.14,152,11.23,,
616.94,151.95,11.14,152.15,11.23,,
616.96,151.75,11.14,152.36,11.11,,
616.97,151.7,11.14,152.21,11.11,,
617,151.71,11.14,152.15,11.23,,
617.01,151.71,11.14,152.02,11.23,,
617.04,151.99,11.14,152.17,11.23,,
617.05,151.94,11.14,152.19,11.23,,
617.08,151.71,11.14,152.21,11.23,,
617.09,151.92,11.14,152.47,11.23,,
617.11,151.94,10.96,152.36,11.23,,
617.13,151.88,10.96,152.25,11.23,,
617.15,151.7,11.28,152.19,11.23,,
617.16,151.73,11.28,152.38,11.23,,
617.19,151.94,11.16,152.15,11.23,,
617.2,151.92,11.16,152.39,11.23,,
617.23,151.86,11.16,152.17,11.23,,
617.24,151.94,11.16,152.17,11.23,,
617.27,152.14,11.16,152.17,11.23,,
617.28,151.9,11.16,152.02,11.23,,
617.31,151.94,11.16,152.32,11.23,,
617.32,151.9,11.16,152.25,11.23,,
617.34,151.68,11.16,151.99,11.23,,
617.36,151.71,11.16,151.99,11.23,,
617.38,151.75,11.16,152.28,11.23,,
617.4,151.92,11.16,152.17,11.23,,
617.42,151.71,11.14,151.95,11.23,,
617.43,151.71,11.14,151.99,11.23,,
617.46,151.7,11.16,151.97,11.23,,
617.47,151.73,11.16,151.99,11.23,,
617.5,151.53,10.96,152,11.23,,
617.51,151.55,10.96,151.84,11.23,,
617.54,151.71,11.26,151.95,11.22,,
617.55,151.71,11.26,151.97,11.22,,
617.58,151.49,11.16,151.97,11.23,,
617.59,151.7,11.16,151.99,11.23,,
617.61,151.66,10.98,151.93,11.13,,
617.63,151.77,10.98,151.85,11.13,,
617.65,151.57,11.16,151.97,11.23,,
617.66,151.57,11.16,151.85,11.23,,
617.69,151.68,11.14,151.76,11.22,,
617.7,151.75,11.14,151.84,11.22,,
617.73,151.9,11.14,151.76,11.22,,
617.74,151.57,11.14,151.99,11.22,,
617.77,151.7,11.14,151.56,11.1,,
617.78,151.53,11.14,151.91,11.1,,
617.8,151.49,10.98,151.82,11.23,,
617.82,151.95,10.98,151.85,11.23,,
617.84,151.71,11.28,151.76,11.23,,
617.85,151.77,11.28,151.76,11.23,,
617.88,151.66,11.14,151.97,11.23,,
617.89,151.75,11.14,151.76,11.23,,
617.92,151.7,11.16,151.99,11.23,,
617.93,151.73,11.16,151.97,11.23,,
617.96,151.73,10.96,152.02,11.25,,
617.97,151.97,10.96,152,11.25,,
618,151.84,11.26,151.97,11.23,,
618.01,151.73,11.26,152.17,11.23,,
618.03,151.88,11.16,152,11.23,,
618.04,151.94,11.16,152.15,11.23,,
618.07,151.88,11.16,151.99,11.23,,
618.08,151.71,11.16,152.13,11.23,,
618.11,151.9,11.14,152.23,11.11,,
618.12,152.16,11.14,151.97,11.11,,
618.15,151.92,11.14,152.04,11.22,,
618.16,151.79,11.14,152.13,11.22,,
618.19,151.73,11.14,151.99,11.23,,
618.2,152.08,11.14,151.91,11.23,,
618.22,151.88,11.14,152.19,11.23,,
618.24,151.79,11.14,152.17,11.23,,
618.26,151.86,10.98,152.04,11.23,,
618.28,151.92,10.98,152,11.23,,
618.3,151.92,11.26,152.19,11.11,,
618.31,151.73,11.26,152.25,11.11,,
618.34,151.86,11.14,152.17,11.23,,
618.35,151.71,11.14,151.99,11.23,,
618.38,151.71,11.14,152.36,11.22,,
618.39,151.79,11.14,152.13,11.22,,
618.42,151.51,11.14,152.21,11.23,,
618.43,151.9,11.14,152.36,11.23,,
618.46,151.68,10.98,152.26,11.23,,
618.47,151.77,10.98,152.21,11.23,,
618.49,151.73,11.14,152.38,11.23,,
618.51,151.73,11.14,152.36,11.23,,
618.53,151.9,11.26,152.38,11.23,,
618.54,151.77,11.26,152.19,11.23,,
618.57,151.88,11.16,152.39,11.25,,
618.58,151.9,11.16,152.38,11.25,,
618.61,151.94,11.16,152.34,11.23,,
618.62,151.7,11.16,152.21,11.23,,
618.65,152.1,11.16,152.36,11.23,,
618.66,151.9,11.16,152.04,11.23,,
618.68,151.94,11.16,152,11.11,,
618.7,151.75,11.16,152.21,11.11,,
618.72,151.66,11.14,152.17,11.22,,
618.73,151.84,11.14,152,11.22,,
618.76,152.08,11.16,152.15,11.22,,
618.77,151.75,11.16,152.21,11.22,,
618.8,151.9,11.14,152.17,11.23,,
618.81,151.9,11.14,152.17,11.23,,
618.84,151.68,10.98,152.38,11.23,,
618.85,151.75,10.98,152.28,11.23,,
618.88,151.71,11.16,152.39,11.23,,
618.89,151.77,11.16,152.39,11.23,,
618.91,151.7,11.14,152.41,11.1,,
618.93,151.64,11.14,152.39,11.1,,
618.95,151.66,11.16,152.36,11.23,,
618.96,151.71,11.16,152.17,11.23,,
618.99,151.6,10.96,152.19,11.22,,
619,151.92,10.96,152.39,11.22,,
619.03,151.73,11.16,152.34,11.25,,
619.04,151.77,11.16,152.39,11.25,,
619.07,151.79,11.14,152.41,11.23,,
619.08,151.73,11.14,152.58,11.23,,
619.1,152.07,11.14,152.58,11.23,,
619.12,151.95,11.14,152.64,11.23,,
619.14,151.86,11.16,152.56,11.23,,
619.16,151.95,11.16,152.39,11.23,,
619.18,151.95,10.99,152.58,11.13,,
619.19,152.14,10.99,152.47,11.13,,
619.22,151.88,11.16,152.25,11.23,,
619.23,152.16,11.16,152.3,11.23,,
619.26,151.9,11.14,152.41,11.23,,
619.27,152.32,11.14,152.41,11.23,,
619.3,152.1,11.16,152.41,11.22,,
619.31,152.16,11.16,152.39,11.22,,
619.34,152.08,11.14,152.39,11.23,,
619.35,152.18,11.14,152.39,11.23,,
619.37,152.08,11.16,152.58,11.25,,
619.38,152.34,11.16,152.58,11.25,,
619.41,152.16,10.98,152.49,11.25,,
619.42,152.23,10.98,152.56,11.25,,
619.45,152.12,11.26,152.41,11.22,,
619.46,152.14,11.26,152.38,11.22,,
619.49,152.31,11.16,152.19,11.23,,
619.5,152.18,11.16,152.36,11.23,,
619.53,152.31,11.16,152.38,11.23,,
619.54,152.18,11.16,152.39,11.23,,
619.57,152.14,11.14,152.39,11.23,,
619.58,152.1,11.14,152.21,11.23,,
619.6,152.32,11.16,152.56,11.11,,
619.61,152.25,11.16,152.43,11.11,,
619.64,152.14,11.14,152.38,11.22,,
619.65,152.32,11.14,152.39,11.22,,
619.68,152.42,11.14,152.41,11.22,,
619.69,152.32,11.14,152.19,11.22,,
619.72,152.12,11.14,152.41,11.22,,
619.73,152.14,11.14,152.38,11.22,,
619.76,152.16,11.14,152.56,11.23,,
619.77,151.92,11.14,152.45,11.23,,
619.79,152.1,11.16,152.32,11.23,,
619.81,152.12,11.16,152.56,11.23,,
619.83,152.03,11.16,152.77,11.23,,
619.84,151.92,11.16,152.41,11.23,,
619.87,151.97,10.98,152.6,11.23,,
619.88,151.73,10.98,152.58,11.23,,
619.91,151.73,11.14,152.58,11.22,,
619.92,151.9,11.14,152.43,11.22,,
619.95,151.95,11.14,152.21,11.22,,
619.96,151.53,11.14,152.39,11.22,,
619.98,151.75,11.14,152.45,11.22,,
620,151.88,11.14,152.39,11.22,,
620.02,152.08,11.16,152.39,11.11,,
620.03,152.12,11.16,152.34,11.11,,
620.06,151.9,11.14,152.17,11.23,,
620.07,151.77,11.14,152.39,11.23,,
620.1,152.08,11.14,152.15,11.23,,
620.11,151.71,11.14,152.39,11.23,,
620.14,151.71,11.16,152.19,11.23,,
620.15,152.01,11.16,152.41,11.23,,
620.18,151.9,11.16,152.36,11.23,,
620.19,151.92,11.16,152.38,11.23,,
620.22,151.9,11.16,152.38,11.25,,
620.23,151.94,11.16,152.39,11.25,,
620.25,151.68,10.98,152.6,11.23,,
620.26,151.95,10.98,152.39,11.23,,
620.29,151.7,11.14,152.43,11.23,,
620.3,151.58,11.14,152.38,11.23,,
620.33,151.71,11.14,152.6,11.22,,
620.34,151.77,11.14,152.38,11.22,,
620.37,151.66,11.14,152.38,11.23,,
620.38,151.75,11.14,152.39,11.23,,
620.41,151.86,11.16,152.41,11.11,,
620.42,151.94,11.16,152.38,11.11,,
620.44,151.7,10.98,152.49,11.23,,
620.46,151.86,10.98,152.17,11.23,,
620.48,151.7,11.16,152.38,11.25,,
620.49,151.77,11.16,152.15,11.25,,
620.52,151.66,11.14,152.39,11.23,,
620.53,151.94,11.14,152.36,11.23,,
620.56,151.9,11.14,152.23,11.23,,
620.57,151.92,11.14,152.36,11.23,,
620.6,152.07,11.14,152.25,11.11,,
620.61,151.95,11.14,152.36,11.11,,
620.64,151.88,10.96,152.49,11.23,,
620.65,151.84,10.96,152.38,11.23,,
620.67,151.75,11.16,152.41,11.23,,
620.69,151.94,11.16,152.17,11.23,,
620.71,152.12,11.14,152.58,11.23,,
620.72,152.12,11.14,152.39,11.23,,
620.75,151.94,11.14,152.38,11.23,,
620.76,152.18,11.14,152.56,11.23,,
620.79,152.18,11.16,152.6,11.23,,
620.8,152.32,11.16,152.53,11.23,,
620.83,152.14,11.16,152.41,11.13,,
620.84,152.16,11.16,152.56,11.13,,
620.86,152.31,11.14,152.41,11.22,,
620.88,152.31,11.14,152.32,11.22,,
620.9,152.12,11.14,152.39,11.22,,
620.91,151.97,11.14,152.38,11.22,,
620.94,152.08,11.14,152.39,11.23,,
620.95,152.32,11.14,152.79,11.23,,
620.98,151.94,11.16,152.77,11.23,,
620.99,152.12,11.16,152.38,11.23,,
621.02,152.16,10.98,152.58,11.23,,
621.03,151.9,10.98,152.64,11.23,,
621.06,152.12,11.16,152.58,11.23,,
621.07,152.14,11.16,152.62,11.23,,
621.09,151.97,11.14,152.58,11.22,,
621.11,152.12,11.14,152.77,11.22,,
621.13,152.16,11.14,152.56,11.22,,
621.15,152.14,11.14,152.56,11.22,,
621.17,152.16,11.14,152.38,11.11,,
621.18,152.29,11.14,152.65,11.11,,
621.21,152.12,11.14,152.56,11.23,,
621.22,152.1,11.14,152.41,11.23,,
621.25,152.29,11.14,152.58,11.22,,
621.26,152.32,11.14,152.75,11.22,,
621.29,152.08,11.14,152.58,11.23,,
621.3,152.34,11.14,152.39,11.23,,
621.32,152.01,10.98,152.6,11.23,,
621.34,152.1,10.98,152.54,11.23,,
621.36,152.14,11.28,152.79,11.23,,
621.38,151.95,11.28,152.67,11.23,,
621.4,152.1,11.16,152.58,11.13,,
621.41,151.95,11.16,152.62,11.13,,
621.44,152.14,11.14,152.77,11.22,,
621.45,152.31,11.14,152.62,11.22,,
621.48,152.31,11.14,152.79,11.22,,
621.49,152.31,11.14,152.6,11.22,,
621.52,152.27,11.14,152.56,11.23,,
621.53,152.25,11.14,152.6,11.23,,
621.55,152.16,10.98,152.64,11.23,,
621.57,152.08,10.98,152.79,11.23,,
621.59,152.12,11.16,152.79,11.23,,
621.6,151.94,11.16,152.79,11.23,,
621.63,152.12,11.16,152.79,11.23,,
621.64,152.16,11.16,152.77,11.23,,
621.67,152.21,11.16,152.8,11.23,,
621.68,152.08,11.16,152.6,11.23,,
621.71,152.1,11.16,152.97,11.23,,
621.72,152.14,11.16,152.88,11.23,,
621.75,152.12,11.16,152.75,11.23,,
621.76,152.12,11.16,152.77,11.23,,
621.78,152.14,11.16,152.75,11.23,,
621.79,152.31,11.16,152.64,11.23,,
621.82,152.08,11.14,152.77,11.11,,
621.83,152.14,11.14,152.84,11.11,,
621.86,152.05,11.14,152.56,11.22,,
621.87,152.34,11.14,152.58,11.22,,
621.9,152.08,11.14,152.6,11.22,,
621.91,152.14,11.14,152.69,11.22,,
621.94,152.08,11.14,152.94,11.23,,
621.95,152.16,11.14,152.79,11.23,,
621.97,151.88,10.98,152.56,11.23,,
621.99,152.14,10.98,152.8,11.23,,
622.01,151.92,11.28,152.79,11.23,,
622.02,152.12,11.28,152.56,11.23,,
622.05,151.92,11.16,152.79,11.25,,
622.06,152.1,11.16,152.58,11.25,,
622.09,151.92,11.16,152.62,11.25,,
622.1,151.97,11.16,152.77,11.25,,
622.13,152.12,11.14,152.8,11.11,,
622.14,151.94,11.14,152.8,11.11,,
622.17,152.08,10.95,152.67,11.41,,
622.18,152.12,10.95,152.8,11.41,,
622.2,151.92,11.28,152.64,11.23,,
622.22,151.95,11.28,152.73,11.23,,
622.24,152.1,11.16,152.6,11.23,,
622.25,151.92,11.16,152.6,11.23,,
622.28,151.95,10.98,152.8,11.23,,
622.29,151.94,10.98,152.65,11.23,,
622.32,152.12,11.26,152.8,11.22,,
622.33,152.03,11.26,152.64,11.22,,
622.36,152.1,11.16,152.62,11.23,,
622.37,152.32,11.16,152.77,11.23,,
622.4,152.31,11.16,152.58,11.23,,
622.41,152.12,11.16,152.58,11.23,,
622.43,152.31,11.16,152.38,11.23,,
622.45,152.14,11.16,152.56,11.23,,
622.47,152.31,11.16,152.58,11.23,,
622.48,151.94,11.16,152.56,11.23,,
622.51,152.12,10.98,152.39,11.23,,
622.52,152.4,10.98,152.41,11.23,,
622.55,152.14,11.25,152.56,11.21,,
622.56,152.1,11.25,152.41,11.21,,
622.59,152.27,11.14,152.36,11.22,,
622.6,152.27,11.14,152.45,11.22,,
622.62,152.08,11.16,152.36,11.23,,
622.64,152.16,11.16,152.38,11.23,,
622.66,152.14,11.16,152.58,11.23,,
622.67,152.16,11.16,152.21,11.23,,
622.7,152.12,11.16,152.21,11.11,,
622.71,151.97,11.16,152.39,11.11,,
622.74,152.14,10.98,152.38,11.23,,
622.75,152.12,10.98,152.3,11.23,,
622.78,151.9,11.16,152.21,11.25,,
622.79,152.18,11.16,152.38,11.25,,
622.82,152.1,11.14,152.43,11.23,,
622.83,151.97,11.14,152.19,11.23,,
622.85,152.1,11.16,152.54,11.23,,
622.87,152.14,11.16,152.32,11.23,,
622.89,152.16,10.98,152.39,11.11,,
622.9,152.16,10.98,152.25,11.11,,
622.93,152.07,11.16,152.23,11.25,,
622.94,152.19,11.16,152.39,11.25,,
622.97,152.12,11.14,152.26,11.22,,
622.98,152.18,11.14,152.41,11.22,,
623.01,152.34,11.14,152.39,11.23,,
623.02,152.53,11.14,152.54,11.23,,
623.05,152.29,11.16,152.62,11.23,,
623.06,152.14,11.16,152.56,11.23,,
623.08,152.51,11.16,152.65,11.23,,
623.09,152.55,11.16,152.56,11.23,,
623.12,152.36,11.16,152.58,11.23,,
623.13,152.47,11.16,152.38,11.23,,
623.16,152.12,11.14,152.88,11.23,,
623.17,152.32,11.14,152.77,11.23,,
623.2,152.49,11.16,152.58,11.23,,
623.21,152.12,11.16,152.52,11.23,,
623.24,152.34,11.16,152.69,11.23,,
623.25,152.36,11.16,152.56,11.23,,
623.28,152.29,11.16,152.43,11.11,,
623.29,152.16,11.16,152.62,11.11,,
623.31,152.14,11.13,152.36,11.22,,
623.33,152.34,11.13,152.56,11.22,,
623.35,152.21,10.96,152.58,11.22,,
623.36,152.1,10.96,152.64,11.22,,
623.39,152.49,11.17,152.58,11.25,,
623.4,152.14,11.17,152.6,11.25,,
623.43,152.31,11.26,152.54,11.22,,
623.44,152.1,11.26,152.6,11.22,,
623.47,152.14,11.16,152.77,11.23,,
623.48,152.12,11.16,152.75,11.23,,
623.51,152.32,11.16,152.94,11.23,,
623.52,152.14,11.16,152.58,11.23,,
623.54,152.31,11.16,152.75,11.25,,
623.55,152.14,11.16,152.8,11.25,,
623.58,152.14,11.16,152.58,11.23,,
623.59,152.18,11.16,152.67,11.23,,
623.62,152.19,11.16,152.54,11.23,,
623.63,152.16,11.16,152.79,11.23,,
623.66,152.31,11.16,152.77,11.23,,
623.67,152.12,11.16,152.77,11.23,,
623.7,152.32,11.16,152.39,11.23,,
623.71,152.18,11.16,152.6,11.23,,
623.73,152.1,11.14,152.6,11.11,,
623.75,151.99,11.14,152.26,11.11,,
623.77,151.9,11.13,152.54,11.41,,
623.78,152.25,11.13,152.6,11.41,,
623.81,151.99,10.98,152.36,11.23,,
623.82,152.08,10.98,152.45,11.23,,
623.85,151.88,11.16,152.39,11.23,,
623.86,151.95,11.16,152.41,11.23,,
623.89,151.66,11.14,152.45,11.23,,
623.9,151.94,11.14,152.43,11.23,,
623.93,151.92,11.16,152.38,11.23,,
623.94,152.14,11.16,152.75,11.23,,
623.96,151.95,10.99,152.36,11.13,,
623.98,152.21,10.99,152.64,11.13,,
624,151.9,11.17,152.36,11.23,,
624.01,152.12,11.17,152.51,11.23,,
624.04,152.08,11.14,152.36,11.22,,
624.05,152.27,11.14,152.38,11.22,,
624.08,152.07,11.14,152.38,11.23,,
624.09,152.12,11.14,152.54,11.23,,
624.12,152.1,11.14,152.38,11.23,,
624.13,152.32,11.14,152.41,11.23,,
624.16,151.94,10.98,152.51,11.23,,
624.17,152.12,10.98,152.39,11.23,,
624.19,152.07,11.26,152.39,11.23,,
624.2,152.1,11.26,152.38,11.23,,
624.23,152.32,11.16,152.39,11.13,,
624.24,152.31,11.16,152.56,11.13,,
624.27,152.12,11.14,152.39,11.22,,
624.28,152.32,11.14,152.13,11.22,,
624.31,152.08,11.14,152.58,11.23,,
624.32,152.12,11.14,152.58,11.23,,
624.35,152.31,11.16,152.58,11.23,,
624.36,152.18,11.16,152.6,11.23,,
624.39,152.16,11.16,152.54,11.23,,
624.4,152.16,11.16,152.36,11.23,,
624.42,152.14,11.16,152.38,11.23,,
624.44,152.25,11.16,152.54,11.23,,
624.46,152.1,11.16,152.38,11.11,,
624.47,152.4,11.16,152.39,11.11,,
624.5,152.25,11.13,152.39,11.22,,
624.51,151.92,11.13,152.58,11.22,,
624.54,152.12,10.96,152.67,11.22,,
624.55,152.12,10.96,152.51,11.22,,
624.58,151.94,11.16,152.58,11.23,,
624.59,151.95,11.16,152.58,11.23,,
624.61,152.08,11.14,152.79,11.22,,
624.63,151.92,11.14,152.77,11.22,,
624.65,151.9,11.14,152.6,11.22,,
624.66,151.92,11.14,152.6,11.22,,
624.69,152.16,11.16,152.58,11.23,,
624.7,151.94,11.16,152.79,11.23,,
624.73,152.12,11.16,152.67,11.23,,
624.74,151.95,11.16,152.79,11.23,,
624.77,152.16,10.98,152.6,11.23,,
624.78,151.71,10.98,152.69,11.23,,
624.81,151.97,11.14,152.75,11.22,,
624.82,152.08,11.14,152.82,11.22,,
624.84,152.27,11.14,152.54,11.22,,
624.86,152.1,11.14,152.79,11.22,,
624.88,152.27,11.16,152.75,11.22,,
624.89,152.12,11.16,152.6,11.22,,
624.92,152.08,11.14,152.77,11.23,,
624.93,152.32,11.14,152.79,11.23,,
624.96,152.36,10.98,152.36,11.23,,
624.97,152.12,10.98,152.62,11.23,,
625,152.29,11.28,152.56,11.23,,
625.01,152.34,11.28,152.58,11.23,,
625.04,152.31,11.16,152.36,11.23,,
625.05,152.16,11.16,152.41,11.23,,
625.07,152.12,10.98,152.39,11.25,,
625.09,152.21,10.98,152.41,11.25,,
625.11,152.12,11.26,152.39,11.22,,
625.12,152.69,11.26,152.39,11.22,,
625.15,152.32,11.16,152.54,11.23,,
625.16,152.62,11.16,152.38,11.23,,
625.19,152.51,11.16,152.41,11.13,,
625.2,152.56,11.16,152.54,11.13,,
625.23,152.34,11.14,152.41,11.22,,
625.24,152.66,11.14,152.39,11.22,,
625.27,152.4,10.96,152.43,11.23,,
625.28,152.58,10.96,152.45,11.23,,
625.3,152.49,11.28,152.56,11.25,,
625.32,152.36,11.28,152.21,11.25,,
625.34,152.49,11.16,152.49,11.23,,
625.35,152.56,11.16,152.38,11.23,,
625.38,152.49,11.16,152.58,11.23,,
625.39,152.56,11.16,152.56,11.23,,
625.42,152.49,11.16,152.58,11.23,,
625.43,152.53,11.16,152.36,11.23,,
625.46,152.51,10.98,152.58,11.23,,
625.47,152.45,10.98,152.43,11.23,,
625.5,152.71,11.25,152.58,11.22,,
625.51,152.58,11.25,152.39,11.22,,
625.53,152.31,11.14,152.52,11.23,,
625.54,152.77,11.14,152.19,11.23,,
625.57,152.32,11.16,152.71,11.23,,
625.58,152.55,11.16,152.36,11.23,,
625.61,152.53,11.16,152.41,11.23,,
625.62,152.51,11.16,152.19,11.23,,
625.65,152.36,11.16,152.34,11.13,,
625.66,152.56,11.16,152.56,11.13,,
625.69,152.53,11.14,152.34,11.22,,
625.7,152.31,11.14,152.58,11.22,,
625.72,152.56,11.14,152.38,11.23,,
625.73,152.71,11.14,152.39,11.23,,
625.76,152.51,11.14,152.25,11.23,,
625.77,152.49,11.14,152.56,11.23,,
625.8,152.31,11.16,152.36,11.23,,
625.81,152.51,11.16,152.39,11.23,,
625.84,152.53,11.16,152.39,11.23,,
625.85,152.32,11.16,152.6,11.23,,
625.88,152.31,10.98,152.19,11.23,,
625.89,152.18,10.98,152.51,11.23,,
625.91,152.29,11.26,152.39,11.22,,
625.93,152.14,11.26,152.56,11.22,,
625.95,152.12,11.14,152.56,11.23,,
625.97,152.31,11.14,152.39,11.23,,
625.99,152.31,11.16,152.54,11.23,,
626,152.25,11.16,152.38,11.23,,
626.03,152.12,11.16,152.54,11.23,,
626.04,152.34,11.16,152.38,11.23,,
626.07,152.14,11.16,152.36,11.23,,
626.08,152.14,11.16,152.41,11.23,,
626.11,151.97,11.16,152.21,11.11,,
626.12,151.99,11.16,152.41,11.11,,
626.15,152.14,11.14,152.38,11.22,,
626.16,151.97,11.14,152.19,11.22,,
626.18,152.12,11.14,152.36,11.22,,
626.2,152.1,11.14,152.39,11.22,,
626.22,152.08,11.16,152.45,11.23,,
626.23,151.95,11.16,152.39,11.23,,
626.26,151.92,10.98,152.28,11.23,,
626.27,151.79,10.98,152.41,11.23,,
626.3,152.14,11.16,152.43,11.23,,
626.31,151.95,11.16,152.39,11.23,,
626.34,151.94,11.14,152.38,11.23,,
626.35,151.93,11.14,152.6,11.23,,
626.38,151.9,11.16,152.65,11.23,,
626.39,152.12,11.16,152.39,11.23,,
626.41,151.9,11.16,152.6,11.23,,
626.42,152.16,11.16,152.47,11.23,,
626.45,151.88,11.16,152.39,11.25,,
626.46,152.12,11.16,152.19,11.25,,
626.49,152.1,10.98,152.43,11.23,,
626.5,151.95,10.98,152.21,11.23,,
626.53,151.88,11.25,152.41,11.22,,
626.54,151.99,11.25,152.41,11.22,,
626.57,151.86,11.16,152.21,11.23,,
626.58,151.97,11.16,152.04,11.23,,
626.6,151.99,10.98,152.41,11.11,,
626.62,151.95,10.98,152.15,11.11,,
626.64,152.08,11.16,152.38,11.25,,
626.65,152.18,11.16,152.13,11.25,,
626.68,152.08,11.14,152.19,11.22,,
626.69,151.99,11.14,152.36,11.22,,
626.72,152.1,11.16,152.39,11.22,,
626.73,152.36,11.16,152.15,11.22,,
626.76,152.12,11.14,152.21,11.11,,
626.77,152.16,11.14,152.36,11.11,,
626.79,152.1,11.14,152.21,11.23,,
626.81,152.19,11.14,152.38,11.23,,
626.83,152.18,10.96,152.23,11.23,,
626.84,152.12,10.96,152.58,11.23,,
626.87,152.08,11.28,152.6,11.25,,
626.88,152.16,11.28,152.3,11.25,,
626.91,152.1,11.16,152.23,11.25,,
626.92,152.36,11.16,152.56,11.25,,
626.95,152.38,11.16,152.62,11.23,,
626.96,152.36,11.16,152.39,11.23,,
626.99,152.49,11.14,152.6,11.23,,
627,152.38,11.14,152.58,11.23,,
627.03,152.45,11.16,152.62,11.25,,
627.04,152.55,11.16,152.39,11.25,,
627.06,152.12,10.98,152.67,11.23,,
627.08,152.38,10.98,152.64,11.23,,
627.1,152.16,11.13,152.62,11.22,,
627.11,152.32,11.13,152.6,11.22,,
627.14,152.18,11.26,152.39,11.1,,
627.15,152.16,11.26,152.58,11.1,,
627.18,152.53,11.16,152.39,11.23,,
627.19,152.34,11.16,152.41,11.23,,
627.22,152.32,11.14,152.56,11.22,,
627.23,152.34,11.14,152.58,11.22,,
627.26,152.51,11.14,152.39,11.23,,
627.27,152.51,11.14,152.77,11.23,,
627.29,152.34,11.16,152.77,11.23,,
627.3,152.14,11.16,152.79,11.23,,
627.33,152.32,11.16,152.6,11.23,,
627.34,152.34,11.16,152.62,11.23,,
627.37,152.38,11.16,152.6,11.11,,
627.38,152.36,11.16,152.6,11.11,,
627.41,152.4,11.14,152.79,11.22,,
627.42,152.19,11.14,152.79,11.22,,
627.45,152.14,11.16,152.6,11.23,,
627.46,152.32,11.16,152.8,11.23,,
627.48,152.32,10.96,152.84,11.23,,
627.5,152.23,10.96,152.84,11.23,,
627.52,152.1,11.28,152.8,11.25,,
627.53,152.27,11.28,152.84,11.25,,
627.56,152.1,11.16,152.84,11.23,,
627.57,152.18,11.16,152.82,11.23,,
627.6,152.12,11.16,152.99,11.23,,
627.61,152.36,11.16,152.97,11.23,,
627.64,152.08,11.14,152.86,11.11,,
627.65,152.25,11.14,152.82,11.11,,
627.68,152.31,11.14,153.03,11.21,,
627.69,152.19,11.14,152.86,11.21,,
627.72,152.18,10.96,153.05,11.42,,
627.73,152.23,10.96,153.16,11.42,,
627.75,152.19,11.16,152.99,11.23,,
627.76,152.36,11.16,152.99,11.23,,
627.79,152.27,11.14,153.06,11.1,,
627.8,152.43,11.14,153.05,11.1,,
627.83,152.36,11.16,153.23,11.23,,
627.84,152.36,11.16,152.8,11.23,,
627.87,152.25,11.14,153.12,11.23,,
627.88,152.34,11.14,153.01,11.23,,
627.91,152.34,10.98,153.23,11.23,,
627.92,152.34,10.98,153.21,11.23,,
627.94,152.31,11.16,153.01,11.25,,
627.96,152.32,11.16,153.06,11.25,,
627.98,152.49,11.14,153.21,11.22,,
627.99,152.38,11.14,153.01,11.22,,
628.02,152.49,11.16,153.4,11.23,,
628.03,152.56,11.16,152.99,11.23,,
628.06,152.34,11.16,153.2,11.25,,
628.07,152.32,11.16,153.18,11.25,,
628.1,152.49,11.16,153.2,11.25,,
628.11,152.53,11.16,153.21,11.25,,
