Time,RTD0,HTR0,RTD1,HTR1,scaledCurrent0,scaledCurrent1,drive_%_0,drive_%_1,setpoint,err count
8.600000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.600000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.600000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.610000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.610000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.620000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.620000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.630000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.630000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.640000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.640000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.650000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.650000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.660000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.660000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.670000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.670000,34.980000,85.400000,34.960000,89.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.690000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.690000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.690000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.700000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.700000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.710000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.710000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.710000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.720000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.720000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.730000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.730000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.740000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.740000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.750000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.750000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.760000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.760000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.770000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.770000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.770000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.780000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.780000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.790000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.790000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.800000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.800000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.810000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.810000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.820000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.820000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.830000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.830000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.840000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.840000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.850000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.850000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.850000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.860000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.860000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.870000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.870000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.880000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.880000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.890000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.890000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.900000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.900000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.900000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.910000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.910000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.920000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.930000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.930000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.930000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.940000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.940000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.950000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.950000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.960000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.960000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.970000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.970000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.980000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.980000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.980000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.990000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.990000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.010000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.010000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.020000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.020000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.030000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.030000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.040000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.040000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.050000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.050000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.060000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.060000,34.930000,85.400000,34.870000,89.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
